1870	-0.573333333
1871	-0.71
1872	-1.046666667
1873	-1.276666667
1874	-0.793333333
1875	-1.24
1876	0.24
1877	2.54
1878	-0.54
1879	-0.873333333
1880	0.04
1881	-0.613333333
1882	-0.766666667
1883	-0.3
1884	0.31
1885	-0.143333333
1886	-1.213333333
1887	0.12
1888	1.696666667
1889	-1.583333333
1890	-0.443333333
1891	-0.336666667
1892	-1.476666667
1893	-0.906666667
1894	-0.65
1895	0.366666667
1896	1.37
1897	-0.503333333
1898	-0.64
1899	1.346666667
1900	0.263333333
1901	-0.086666667
1902	0.926666667
1903	-0.796666667
1904	0.63
1905	0.796666667
1906	-0.633333333
1907	-0.136666667
1908	-0.793333333
1909	-0.883333333
1910	-0.656666667
1911	1.306666667
1912	-0.096666667
1913	0.81
1914	0.67
1915	-0.683333333
1916	-1.65
1917	-1.006666667
1918	1.3
1919	0.513333333
1920	0.036666667
1921	-0.53
1922	-0.65
1923	0.283333333
1924	-0.61
1925	1.36
1926	0.09
1927	0.043333333
1928	-0.203333333
1929	0.106666667
1930	1.443333333
1931	-0.216666667
1932	-0.253333333
1933	-0.826666667
1934	-0.536666667
1935	0.32
1936	0.166666667
1937	-0.103333333
1938	-0.886666667
1939	0.823333333
1940	1.213333333
1941	0.673333333
1942	-1.036666667
1943	-0.296666667
1944	-0.46
1945	-0.63
1946	-0.04
1947	0.11
1948	-0.176666667
1949	-1.426666667
1950	-0.706666667
1951	0.48
1952	-0.126666667
1953	-0.063333333
1954	-0.873333333
1955	-1.29
1956	-0.66
1957	1.086666667
1958	-0.043333333
1959	-0.196666667
1960	-0.186666667
1961	-0.206666667
1962	-0.51
1963	0.476666667
1964	-0.73
1965	0.976666667
1966	-0.533333333
1967	-1.11
1968	0.416666667
1969	0.55
1970	-1.33
1971	-0.68
1972	1.623333333
1973	-1.456666667
1974	-0.56
1975	-1.403333333
1976	0.773333333
1977	0.4
1978	-0.01
1979	0.34
1980	-0.396666667
1981	0.166666667
1982	2.803333333
1983	-0.556666667
1984	-1.13
1985	-0.676666667
1986	0.92
1987	0.556666667
1988	-1.313333333
1989	-0.163333333
1990	0.06
1991	1.306666667
1992	-0.026666667
1993	-0.11
1994	0.786666667
1995	-0.616666667
1996	-0.63
1997	2.923333333
1998	-0.913333333
1999	-1.44
2000	-0.61
2001	-0.443333333
2002	0.746666667
2003	0.366666667
2004	0.236666667
2005	-0.856666667
2006	0.563333333
2007	-1.506666667
2008	-0.58
2009	1.12
2010	-1.266666667
2011	-0.553333333
2012	-0.44
2013	-0.313333333
2014	0.45
2015	2.396666667
2016	-0.056666667
2017	-1.01
2018	0.72
2019	0.273333333
2020	-0.65
