1870	-0.85
1871	-1.156666667
1872	-1.003333333
1873	-1.156666667
1874	-0.676666667
1875	-1.68
1876	0.136666667
1877	2.24
1878	-0.373333333
1879	-0.133333333
1880	-0.103333333
1881	-0.673333333
1882	-1.133333333
1883	-0.256666667
1884	0.303333333
1885	-0.81
1886	-0.926666667
1887	0.033333333
1888	1.41
1889	-0.306666667
1890	-0.42
1891	-0.316666667
1892	-1.27
1893	-0.336666667
1894	-0.55
1895	0.433333333
1896	1.173333333
1897	-0.53
1898	-0.003333333
1899	1.026666667
1900	-0.303333333
1901	0.476666667
1902	-0.11
1903	-0.43
1904	0.06
1905	0.046666667
1906	-0.326666667
1907	-0.493333333
1908	-0.66
1909	-1.103333333
1910	-0.853333333
1911	1.05
1912	-0.06
1913	0.693333333
1914	0.773333333
1915	-0.963333333
1916	-1.093333333
1917	-0.896666667
1918	1.003333333
1919	0.536666667
1920	-0.4
1921	-0.37
1922	-0.45
1923	-0.426666667
1924	-0.356666667
1925	1.1
1926	-0.033333333
1927	-0.376666667
1928	-0.713333333
1929	-0.53
1930	1.066666667
1931	0.396666667
1932	-0.31
1933	-0.586666667
1934	-1.346666667
1935	-0.053333333
1936	-0.196666667
1937	-0.993333333
1938	-0.616666667
1939	0.24
1940	0.426666667
1941	0.73
1942	-0.16
1943	-0.366666667
1944	-0.48
1945	-0.476666667
1946	-0.33
1947	-0.01
1948	-0.466666667
1949	-1.08
1950	-0.45
1951	0.223333333
1952	-0.063333333
1953	-0.56
1954	-0.966666667
1955	-1.013333333
1956	-0.733333333
1957	0.936666667
1958	-0.073333333
1959	-0.326666667
1960	0.086666667
1961	-0.386666667
1962	-0.683333333
1963	-0.596666667
1964	-0.446666667
1965	0.55
1966	-0.69
1967	-1.23
1968	-0.003333333
1969	0.243333333
1970	-1.186666667
1971	-0.163333333
1972	1.1
1973	-0.89
1974	-0.916666667
1975	-0.906666667
1976	0.133333333
1977	-0.326666667
1978	-0.04
1979	-0.23
1980	-1.083333333
1981	-0.213333333
1982	2.653333333
1983	-0.28
1984	-0.8
1985	-0.563333333
1986	0.773333333
1987	0.236666667
1988	-0.4
1989	-0.343333333
1990	-0.21
1991	0.416666667
1992	-0.026666667
1993	-0.23
1994	0.61
1995	-0.536666667
1996	-0.54
1997	3.566666667
1998	-0.106666667
1999	-0.806666667
2000	-0.546666667
2001	-0.786666667
2002	0.193333333
2003	0.026666667
2004	-0.103333333
2005	-0.516666667
2006	0.416666667
2007	-0.863333333
2008	-0.27
2009	0.296666667
2010	-0.523333333
2011	-0.223333333
2012	-0.543333333
2013	-0.183333333
2014	-0.213333333
2015	1.666666667
2016	0.423333333
2017	-1.073333333
2018	0.706666667
2019	-0.113333333
2020	-0.633
